area_name,lat,long,cat,restaurant count,borough
Divina caffe,51.49342116939775,-0.2402299655071519,Italian Restaurant,82,Hammersmith and Fulham
Potli,51.493538122402256,-0.24084722884343812,Indian Restaurant,82,Hammersmith and Fulham
Toro Gordo,51.49259418687095,-0.2301166660199997,Tapas Restaurant,82,Hammersmith and Fulham
101 Thai Kitchen,51.493464220170104,-0.24413748143963926,Thai Restaurant,82,Hammersmith and Fulham
Saigon Saigon,51.49354309830016,-0.24065125679238716,Vietnamese Restaurant,82,Hammersmith and Fulham
The Lowiczanka Polish Centre Restaurant,51.493355288773394,-0.2378110335149784,Polish Restaurant,82,Hammersmith and Fulham
L'amorosa,51.49352736840353,-0.24002308085322355,Italian Restaurant,82,Hammersmith and Fulham
Los Molinos,51.497437,-0.22248723,Tapas Restaurant,82,Hammersmith and Fulham
River Café,51.48403431557842,-0.22442487048166326,Italian Restaurant,82,Hammersmith and Fulham
Tosa,51.49356250965919,-0.24305003100868122,Japanese Restaurant,82,Hammersmith and Fulham
Kalamari,51.49350650818099,-0.24530207393417072,Greek Restaurant,82,Hammersmith and Fulham
Falafel Hut,51.503084281983966,-0.22654578599514125,Falafel Restaurant,82,Hammersmith and Fulham
Mr Falafel,51.50541,-0.226764,Falafel Restaurant,82,Hammersmith and Fulham
La Trompette,51.49192325168642,-0.2559425310251046,French Restaurant,82,Hammersmith and Fulham
Som Tam House,51.5025,-0.24267185,Thai Restaurant,82,Hammersmith and Fulham
Buenos Aires Argentine Steakhouse Chiswick,51.49350996280636,-0.25504998095474574,Argentinian Restaurant,82,Hammersmith and Fulham
Pentolina,51.49769252544307,-0.21738767054063832,Italian Restaurant,82,Hammersmith and Fulham
Casa Mia Ristorante Italiano,51.49301980191706,-0.23483767763345714,Italian Restaurant,82,Hammersmith and Fulham
rangrez,51.49092797111906,-0.2237766567729366,Indian Restaurant,82,Hammersmith and Fulham
Hare and Tortoise,51.492831757286325,-0.2543814803208567,Japanese Restaurant,82,Hammersmith and Fulham
Ottoman Kebab House,51.484288293638414,-0.21971314999260858,Turkish Restaurant,82,Hammersmith and Fulham
Harana Meze Bar & Restaurant,51.50460977665164,-0.22205462725147093,Turkish Restaurant,82,Hammersmith and Fulham
Zeit & Zaatar,51.50647835381535,-0.23377159189914137,Middle Eastern Restaurant,82,Hammersmith and Fulham
Ho-ja,51.50264773086599,-0.22507435775048237,Chinese Restaurant,82,Hammersmith and Fulham
Sufi Restaurant,51.50407,-0.2437035,Middle Eastern Restaurant,82,Hammersmith and Fulham
Villa di Geggiano,51.49338753752827,-0.24950461361661333,Italian Restaurant,82,Hammersmith and Fulham
Mes Amis,51.48163066611736,-0.2226721041642986,Lebanese Restaurant,82,Hammersmith and Fulham
Charlotte's Bistro,51.4931273331262,-0.2553027733449959,Modern European Restaurant,82,Hammersmith and Fulham
Rokkon,51.491863,-0.25573254,Japanese Restaurant,82,Hammersmith and Fulham
Ayam Zaman,51.5061641090727,-0.229493299560907,Middle Eastern Restaurant,82,Hammersmith and Fulham
Reun Thai,51.48813586832565,-0.22249473209753853,Thai Restaurant,82,Hammersmith and Fulham
Steam Restaurant,51.49271009910039,-0.23309164723365164,Chinese Restaurant,82,Hammersmith and Fulham
Sagar Vegetarian,51.49260001488867,-0.2321515697334005,Indian Restaurant,82,Hammersmith and Fulham
Al Forno,51.47122626868562,-0.25071642086850227,Italian Restaurant,82,Hammersmith and Fulham
Kathmandu Inn,51.499741866555425,-0.2376893162727356,Indian Restaurant,82,Hammersmith and Fulham
Eat-Aroi cafe,51.4895125766171,-0.20612478906113857,Thai Restaurant,82,Hammersmith and Fulham
Esarn Kheaw,51.506352899843534,-0.23209108384747992,Thai Restaurant,82,Hammersmith and Fulham
Best Mangal,51.48934100908821,-0.20603373846623305,Middle Eastern Restaurant,82,Hammersmith and Fulham
Lara Restaurant,51.49551546141766,-0.25526329028412503,Mediterranean Restaurant,82,Hammersmith and Fulham
Nepal,51.506426630523116,-0.23353533640117086,Indian Restaurant,82,Hammersmith and Fulham
Donde Carlos Restaurant,51.501471226849546,-0.23147813701976916,Latin American Restaurant,82,Hammersmith and Fulham
Adam's Cafe,51.504093,-0.24344367,Moroccan Restaurant,82,Hammersmith and Fulham
Sagano,51.50251787017671,-0.24282862169157385,Japanese Restaurant,82,Hammersmith and Fulham
Alounak,51.5002551501436,-0.21101447149125444,Middle Eastern Restaurant,82,Hammersmith and Fulham
Azou,51.49349908066837,-0.24317644390616283,Middle Eastern Restaurant,82,Hammersmith and Fulham
Spoonful,51.48531302745803,-0.233358421164795,French Restaurant,82,Hammersmith and Fulham
TOR Thai Bistro,51.49285198731946,-0.252780871425221,Thai Restaurant,82,Hammersmith and Fulham
itsu,51.479416768694485,-0.16879716003719303,Sushi Restaurant,82,Hammersmith and Fulham
Society Bar & Restaurant,51.496390055467586,-0.20688094664719545,Restaurant,82,Hammersmith and Fulham
Arman's Peri Peri,51.50060844498307,-0.2394247055053711,Fast Food Restaurant,82,Hammersmith and Fulham
Boys Authentic Thai,51.492836683283194,-0.25253665458992786,Thai Restaurant,82,Hammersmith and Fulham
Bardolino,51.49324249528894,-0.24835039551718222,Italian Restaurant,82,Hammersmith and Fulham
Farahzad,51.49997221136966,-0.21128294543153506,Middle Eastern Restaurant,82,Hammersmith and Fulham
Elias,51.49361677,-0.255386,Middle Eastern Restaurant,82,Hammersmith and Fulham
Oriental Express,51.50660558430045,-0.2468276023864746,Chinese Restaurant,82,Hammersmith and Fulham
Chicken Cottage,51.50850326042148,-0.1472872679388246,Fast Food Restaurant,82,Hammersmith and Fulham
French Kitchen,51.492456499999996,-0.25912063333333335,French Restaurant,82,Hammersmith and Fulham
Pissaro,51.482103120625155,-0.25150041311722066,Restaurant,82,Hammersmith and Fulham
Украинский клуб,51.505997449171,-0.21106553333597503,Ukrainian Restaurant,82,Hammersmith and Fulham
Pho Chiswick,51.49290577060037,-0.25322509075086613,Vietnamese Restaurant,82,Hammersmith and Fulham
Tarantella,51.49277841796627,-0.2559602672531285,Italian Restaurant,82,Hammersmith and Fulham
Alley Restaurant,51.49342,-0.239742,Chinese Restaurant,82,Hammersmith and Fulham
Anarkali,51.493491095495635,-0.24026845892012064,Indian Restaurant,82,Hammersmith and Fulham
New Bangkok,51.48932242795592,-0.2230263214140813,Thai Restaurant,82,Hammersmith and Fulham
Kenta,51.488013,-0.222416,Japanese Restaurant,82,Hammersmith and Fulham
New Ocean Fish Bar,51.48496272081594,-0.21923942987220663,Fast Food Restaurant,82,Hammersmith and Fulham
Kervan Restaurant,51.59520140293486,-0.10889865078090039,Turkish Restaurant,36,Haringey
Ezra's Kitchen,51.59533687409115,-0.10899176464834563,Mediterranean Restaurant,36,Haringey
Crystal Restaurant,51.59620446136296,-0.10910048837218085,Mediterranean Restaurant,36,Haringey
Fatisa,51.603203449267326,-0.11196553973941793,Italian Restaurant,36,Haringey
Paramount,51.59804552104334,-0.11062255323532641,Indian Restaurant,36,Haringey
Vrisaki Restaurant,51.606363093548666,-0.11660059509703531,Greek Restaurant,36,Haringey
Jashan,51.58982169127396,-0.10535899508366958,Indian Restaurant,36,Haringey
Tarshish Restaurant,51.59118368576225,-0.10398689425786754,Mediterranean Restaurant,36,Haringey
Nostos Taverna,51.61149411624004,-0.10933420283103627,Greek Restaurant,36,Haringey
Paneri,51.60775534628399,-0.11063161982877967,Greek Restaurant,36,Haringey
Olive,51.587190542190235,-0.12120584701056084,Mediterranean Restaurant,36,Haringey
Thai Neung,51.587624721244175,-0.11729568243026733,Thai Restaurant,36,Haringey
Jai Shri Krishna,51.59009708771141,-0.10420521398783347,Indian Restaurant,36,Haringey
Autograf,51.58764224979119,-0.0991901767019941,Polish Restaurant,36,Haringey
Aksular Restaurant,51.61712427127939,-0.10905404931080269,Turkish Restaurant,36,Haringey
Durak Tantuni,51.586307164879756,-0.09486419745664967,Turkish Restaurant,36,Haringey
Durazzo pizzeria restaurant,51.5866174384204,-0.10093526196452893,Italian Restaurant,36,Haringey
Sunny Beach,51.59103177951891,-0.10232141679129186,Bulgarian Restaurant,36,Haringey
Capital Restaurants,51.59553415251247,-0.10900449711492494,Turkish Restaurant,36,Haringey
Le Chamarel,51.589688365331575,-0.1059207955335297,African Restaurant,36,Haringey
Nawroz Restaurant,51.586506484538035,-0.10106027126312256,Middle Eastern Restaurant,36,Haringey
Bengal Bertie's,51.59885389123456,-0.1224374771118164,Indian Restaurant,36,Haringey
Crouch End Best Kebab,51.58262741705469,-0.11850316373048503,Middle Eastern Restaurant,36,Haringey
Firat Restaurant,51.607177,-0.124613,Middle Eastern Restaurant,36,Haringey
Mint Leaf,51.602244027377886,-0.09404499903546089,Indian Restaurant,36,Haringey
Noroc,51.61168386847488,-0.10911765868272597,Restaurant,36,Haringey
Bejoy,51.60847414389051,-0.12704191768608655,Indian Restaurant,36,Haringey
Pradera Tapas Music Bar,51.58711643524424,-0.12098371982574463,Tapas Restaurant,36,Haringey
The Hilly Kitchen,51.59851173756806,-0.13861731337627142,Restaurant,36,Haringey
Shree Krishna Vada Pav (SKVP),51.5873313143648,-0.3322112605157876,Indian Restaurant,33,Harrow
Noodle City,51.58347719778954,-0.331841601013375,Chinese Restaurant,33,Harrow
Everest Lounge,51.594233328357625,-0.3321924843000885,Indian Restaurant,33,Harrow
Kebab Land,51.58003383642548,-0.33598668007289256,Middle Eastern Restaurant,33,Harrow
Kenton Kebab House,51.581812,-0.317404,Fast Food Restaurant,33,Harrow
Hundred Degrees UK Ltd,51.58106989548082,-0.3481292724609375,Indian Restaurant,33,Harrow
Babylon Palace,51.581020972050666,-0.31873699977498604,Mediterranean Restaurant,33,Harrow
The Bombay Central,51.60454000730999,-0.33960839196357323,Indian Restaurant,33,Harrow
The Old Etonian,51.572103681614685,-0.3382824457035869,French Restaurant,33,Harrow
Royal China,51.54514135941555,-0.18011644893542214,Dim Sum Restaurant,33,Harrow
Taste Of China,51.58399583849776,-0.3319029786538968,Dim Sum Restaurant,33,Harrow
Tian Hu,51.60117,-0.318526,Chinese Restaurant,33,Harrow
Ice Fire,51.584277811882366,-0.3320354710240139,Persian Restaurant,33,Harrow
Pepe's Piri Piri,51.49763386759395,-0.3167405216062128,Fast Food Restaurant,33,Harrow
Sorrentina Ristorante Italiano,51.58281633318436,-0.3312053877315293,Italian Restaurant,33,Harrow
EL Mexicana,51.58004480185501,-0.3375329564930278,Mexican Restaurant,33,Harrow
Moti Mahal delux,51.601290482666855,-0.3384197545630177,Indian Restaurant,33,Harrow
Panom Thai,51.603179,-0.33876386666666664,Thai Restaurant,33,Harrow
Chennai Srilalitha,51.58285313527207,-0.315695580402335,Indian Restaurant,33,Harrow
Pradip's Sweet Mart,51.58286358258384,-0.31547119060126005,Indian Restaurant,33,Harrow
Club Tree,51.60098820186494,-0.3174092828530995,Asian Restaurant,33,Harrow
Mr. Chilly,51.58575433385137,-0.3609066575982809,Indian Restaurant,33,Harrow
Galata Kebab House,51.58901611331266,-0.3628004945933156,Fast Food Restaurant,33,Harrow
La Collina,51.571972,-0.338382,Italian Restaurant,33,Harrow
Ciao Bella,51.576103164474695,0.18281945165769764,Italian Restaurant,20,Havering
Braza,51.576343855312615,0.1817600019889725,Brazilian Restaurant,20,Havering
Frankie & Benny's,51.497219561891086,0.0022406713569641116,American Restaurant,20,Havering
Cosmo,51.575445088587436,0.18045558717289273,Restaurant,20,Havering
Toby Carvery,51.575504518311845,0.1803646795161884,English Restaurant,20,Havering
The Unicorn (Harvester),51.586822573491915,0.20043412462949156,English Restaurant,20,Havering
Mangal Meze,51.575623,0.1826675,Doner Restaurant,20,Havering
Bekash,51.57503549993377,0.1870432675194142,Indian Restaurant,20,Havering
Raphael's Restaurant,51.5846708440127,0.19259040754869336,Turkish Restaurant,20,Havering
Express Kebab House,51.573713421821594,0.18392980098724365,Kebab Restaurant,20,Havering
Kervan Saray,51.58111902696691,0.20539268815062792,Turkish Restaurant,20,Havering
Javitri,51.54939650598031,-0.4827015450480411,Restaurant,26,Hillingdon
Nabrasa,51.5469053551733,-0.47854726171986567,Brazilian Restaurant,26,Hillingdon
Bella Italia,51.47949400557927,-0.32749170782584947,Italian Restaurant,26,Hillingdon
Peri-Peri Cottage,51.543798548175126,-0.4737640618627589,Fast Food Restaurant,26,Hillingdon
The Raj,51.54520446154442,-0.48056676064021253,Indian Restaurant,26,Hillingdon
Nonna Rosa,51.548625779123284,-0.4812688005244963,Italian Restaurant,26,Hillingdon
Uxbridge Mangal,51.54770820107618,-0.4808657860617312,Turkish Restaurant,26,Hillingdon
Dragon Inn,51.541699927027956,-0.44841474306803797,Chinese Restaurant,26,Hillingdon
Tai Pan,51.544678598784685,-0.4813322484681749,Chinese Restaurant,26,Hillingdon
UXB Kebabs & Burgers,51.54760744420338,-0.48089178152304346,Fast Food Restaurant,26,Hillingdon
Social Kitchen,51.533278046279825,-0.4736663333170554,Fast Food Restaurant,26,Hillingdon
Yardbird,51.533105,-0.473783,Restaurant,26,Hillingdon
Tai Pan Oriental Buffet,51.53488373986457,-0.46119441113644427,Chinese Restaurant,26,Hillingdon
Jennies Fish And Chips,51.54167953551107,-0.4484120347969632,Fast Food Restaurant,26,Hillingdon
Shree Krishna Vada Pav,51.469633341125665,-0.3585482699237304,Asian Restaurant,37,Hounslow
Bombay Wok,51.466123344608704,-0.36437722963622365,Chinese Restaurant,37,Hounslow
Chini Chor,51.47347059442959,-0.38817286704615483,Indian Restaurant,37,Hounslow
Sangeetha,51.473295095934894,-0.38714114778197983,Indian Restaurant,37,Hounslow
Hyderabadi Zaiqah,51.47699102776618,-0.3603098650088292,Indian Restaurant,37,Hounslow
Hyderabad Tastes,51.47123971397131,-0.35570385767190565,Indian Restaurant,37,Hounslow
Taste of Pakistan,51.458896,-0.370835,Middle Eastern Restaurant,37,Hounslow
Karahi Express,51.473747086759325,-0.3894868610933095,Indian Restaurant,37,Hounslow
Thakers,51.469545,-0.361201,Fast Food Restaurant,37,Hounslow
Honeymoon,51.466054,-0.364623,Indian Restaurant,37,Hounslow
Mawal Gardens,51.468513878521485,-0.3590869028556581,Restaurant,37,Hounslow
Lahori Karahi,51.47099377997354,-0.35304116018337345,Indian Restaurant,37,Hounslow
Ahaa Dosa,51.46732666738243,-0.36871796592657236,Indian Restaurant,37,Hounslow
Delhiwala,51.47751000678887,-0.3836893684196859,Indian Restaurant,37,Hounslow
Americano,51.47104081541913,-0.36697966730219356,Chinese Restaurant,37,Hounslow
Nass,51.478660932981114,-0.3642862965261437,Fast Food Restaurant,37,Hounslow
Pavillion Rouge,51.47935872627364,-0.3644102008416468,Middle Eastern Restaurant,37,Hounslow
Tiger Lily,51.48307178,-0.347672,Thai Restaurant,37,Hounslow
Punjabi Karahi,51.474075171233984,-0.3575076999612396,Indian Restaurant,37,Hounslow
Aladdins Fried Chicken,51.47336126899838,-0.35610021789598995,Fast Food Restaurant,37,Hounslow
Yellow Xpress,51.467121,-0.369585,Chinese Restaurant,37,Hounslow
Punjabi Tarka,51.47249387212965,-0.35629425532386444,Indian Restaurant,37,Hounslow
Charcoal Chicken,51.467030366334704,-0.36984328072274647,Fast Food Restaurant,37,Hounslow
Mantra,51.47096235776339,-0.3800627815758689,Indian Restaurant,37,Hounslow
The Honeycombe,51.46393764830143,-0.38496353111499776,Restaurant,37,Hounslow
Earl Haig,51.47267752627171,-0.38570974673694336,Fast Food Restaurant,37,Hounslow
Chahals,51.46478195076284,-0.37783447728280956,Asian Restaurant,37,Hounslow
Indian Gymkhana Club,51.47995353902814,-0.349647368665594,Indian Restaurant,37,Hounslow
Kebabish Original,51.47371783582571,-0.3884189752900125,Asian Restaurant,37,Hounslow
Ashna,51.464573152048054,-0.3808247638004179,Indian Restaurant,37,Hounslow
Lam's Kitchen express,51.48203171448055,-0.34779560850137753,Chinese Restaurant,37,Hounslow
Memories Of India,51.48282560898741,-0.3480167445681162,Indian Restaurant,37,Hounslow
Zaffrani's,51.53925523720228,-0.10120195226035689,Indian Restaurant,133,Islington
El Inca Plebeyo,51.53998859119499,-0.0968242898402462,Latin American Restaurant,133,Islington
Prawn On The Lawn Islington,51.546227,-0.101373,Seafood Restaurant,133,Islington
La Petite Auberge,51.5399049,-0.102532,French Restaurant,133,Islington
Yipin China,51.53619926475249,-0.10709085650595764,Hunan Restaurant,133,Islington
Le Mercury,51.539697,-0.102715,French Restaurant,133,Islington
Rosa's Thai Cafe,51.52892662981026,-0.08847872296795853,Thai Restaurant,133,Islington
Gallipoli,51.5376726088805,-0.10282812512743113,Middle Eastern Restaurant,133,Islington
Kilis Kitchen,51.53753034650363,-0.10301627770709167,Mediterranean Restaurant,133,Islington
La Farola Cafe & Bistro,51.537562114828525,-0.10292747297945617,Spanish Restaurant,133,Islington
Mem & Laz,51.53756623021478,-0.10335246233622011,Mediterranean Restaurant,133,Islington
Le Péché Mignon,51.55020212746249,-0.10790580785007166,French Restaurant,133,Islington
Westerns Laundry,51.55173436991155,-0.10725160302586235,Seafood Restaurant,133,Islington
Le Sacre Coeur,51.53757191631713,-0.10363352447749476,French Restaurant,133,Islington
Cookies and Scream,51.550514009316856,-0.10935918498532544,Vegetarian / Vegan Restaurant,133,Islington
La Vita e Bella,51.5375624304,-0.10351472339164146,Italian Restaurant,133,Islington
Terrace Kitchen,51.533541414001576,-0.10807219901482874,Turkish Restaurant,133,Islington
Salut!,51.54582604063006,-0.08743332803863783,Modern European Restaurant,133,Islington
Frederick's Bar & Restaurant,51.53433279297376,-0.10432296543000594,French Restaurant,133,Islington
Little Viet Kitchen,51.533431010955724,-0.11075602047554127,Vietnamese Restaurant,133,Islington
SSÄM - Korean Dining,51.55173048465262,-0.11120447838982718,Korean Restaurant,133,Islington
Indian Veg,51.53338723228375,-0.11051611836539305,Vegetarian / Vegan Restaurant,133,Islington
Iberia Georgian Restaurant,51.53954056830214,-0.1168436225901588,Caucasian Restaurant,133,Islington
Xi'an Impression,51.553858,-0.110306,Shaanxi Restaurant,133,Islington
Trangallan,51.551155,-0.086294,Spanish Restaurant,133,Islington
Perilla,51.55220082942505,-0.08561785092760926,Restaurant,133,Islington
il guscio highbury,51.55849889389664,-0.09844682323711959,Italian Restaurant,133,Islington
Bone Daddies Old Street,51.52690656714628,-0.0890108487076457,Ramen Restaurant,133,Islington
Floria,51.53561177599392,-0.07677555084228516,Middle Eastern Restaurant,133,Islington
Plaza Pastor,51.53586553877966,-0.12680881772672867,Mexican Restaurant,133,Islington
Bunbunbun,51.545163,-0.075956,Vietnamese Restaurant,133,Islington
Jones & Sons,51.54917725887967,-0.07677018642425537,English Restaurant,133,Islington
Supawan,51.53200882180088,-0.12063724441136207,Thai Restaurant,133,Islington
Indian Ocean,51.55669357155313,-0.11784968632510699,Indian Restaurant,133,Islington
Cub,51.531147,-0.08073583,Restaurant,133,Islington
Enoteca da Luca,51.52594225793048,-0.0884190112150382,Italian Restaurant,133,Islington
Hicce,51.536451,-0.126345,Restaurant,133,Islington
The Great Wall,51.52546427227426,-0.08980165966928236,Chinese Restaurant,133,Islington
Thai Thai East Restaurant,51.524867217440594,-0.09320692461328152,Thai Restaurant,133,Islington
Abokado,51.528724619991536,-0.09693686229410114,Sushi Restaurant,133,Islington
The Best Kebab,51.48878479079792,-0.09751671056336028,Kebab Restaurant,133,Islington
The Old Street Chinese Restaurant,51.52542004942879,-0.08982217966218081,Szechuan Restaurant,133,Islington
Vinoteca,51.5327536634527,-0.12499608967202618,Modern European Restaurant,133,Islington
The Cally,51.54565831167226,-0.11800002683275963,Greek Restaurant,133,Islington
Small and Beautiful,51.55947380691618,-0.09869657517710957,Mediterranean Restaurant,133,Islington
Sömine Restaraunt,51.550489747288985,-0.07526481209405891,Mediterranean Restaurant,133,Islington
Itadakizen,51.529827209894876,-0.11578535118080588,Japanese Restaurant,133,Islington
Gran Abrazo,51.53210428915673,-0.12046052478469449,Italian Restaurant,133,Islington
BananaTree,51.53127061587266,-0.10626082512568326,Indonesian Restaurant,133,Islington
Viva,51.55074648014755,-0.07486372489452665,Mexican Restaurant,133,Islington
Casa Manolo,51.53494008426209,-0.10458727729171978,Tapas Restaurant,133,Islington
Thai-An,51.53354430218793,-0.10882892797908156,Asian Restaurant,133,Islington
mangia bene,51.533546,-0.109445,Italian Restaurant,133,Islington
Plaquemine Lock,51.53274444508645,-0.10052378247827107,Cajun / Creole Restaurant,133,Islington
The Pearl and Feather,51.529819224971064,-0.10510702473492381,English Restaurant,133,Islington
AZUMA,51.557034,-0.11840075,Ramen Restaurant,133,Islington
Vivo,51.53549995620452,-0.10396539560228027,Italian Restaurant,133,Islington
Dolcetto,51.53344285448291,-0.10950988458081151,Italian Restaurant,133,Islington
Kaki,51.534885,-0.117029,Chinese Restaurant,133,Islington
Nécco,51.52617056588691,-0.10858330930192323,Japanese Restaurant,133,Islington
Hot Stone,51.533467,-0.110162,Sushi Restaurant,133,Islington
Palatino,51.52666023160683,-0.09672226058439458,Italian Restaurant,133,Islington
El Molino,51.5571730682699,-0.1185487639096741,Tapas Restaurant,133,Islington
Zing Zing,51.561325,-0.099215,Chinese Restaurant,133,Islington
Thai Square,51.5349741219884,-0.10433978726920405,Thai Restaurant,133,Islington
The Hua Xin,51.56168149354933,-0.09956896983535417,Chinese Restaurant,133,Islington
Duke of Richmond,51.54293,-0.069766,Restaurant,133,Islington
Tenshi,51.5356442283766,-0.10383144410496,Sushi Restaurant,133,Islington
Chipotle Mexican Grill,51.5354798,-0.1035205,Mexican Restaurant,133,Islington
Round Square,51.56045578407981,-0.11461890926863436,Chinese Restaurant,133,Islington
Testi,51.55817975901612,-0.07439327483732813,Turkish Restaurant,133,Islington
Masigo,51.533627,-0.108379,Korean Restaurant,133,Islington
Lydia Cafe,51.56200856629748,-0.0804409245244748,Mediterranean Restaurant,133,Islington
Trattoria Da Luigi,51.56223263095139,-0.07852148806264278,Italian Restaurant,133,Islington
Uncle Nam's,51.558692,-0.074192,Vietnamese Restaurant,133,Islington
BANH MI ETC,51.56199752864156,-0.07558129809999714,Vietnamese Restaurant,133,Islington
Il Bacio Express,51.56221795645813,-0.0782247700849068,Italian Restaurant,133,Islington
E.Mono Döner,51.565106,-0.105383,Turkish Restaurant,133,Islington
Clicia,51.562144451257986,-0.07908660925680441,Turkish Restaurant,133,Islington
Royal India,51.561946130251656,-0.07616729063669389,Indian Restaurant,133,Islington
Yum Yum,51.562403396584216,-0.07373816480601071,Thai Restaurant,133,Islington
Radicals and Victuallers,51.53564,-0.10414012,Restaurant,133,Islington
Fuji,51.562065,-0.074525,Japanese Restaurant,133,Islington
caledonian kebab,51.54316473645758,-0.11761088611254415,Fast Food Restaurant,133,Islington
The Ivy Kensington Brasserie,51.501452908233134,-0.19215626946783523,Restaurant,145,Kensington and Chelsea
Yashin Sushi,51.50050941488055,-0.19550718699524555,Sushi Restaurant,145,Kensington and Chelsea
Maggie Jones's,51.50293741313287,-0.19128853311093627,English Restaurant,145,Kensington and Chelsea
Montparnasse Cafe,51.500528,-0.189055,French Restaurant,145,Kensington and Chelsea
Zaika of Kensington,51.502181,-0.187321,Indian Restaurant,145,Kensington and Chelsea
Akira,51.501433,-0.191778,Japanese Restaurant,145,Kensington and Chelsea
The Abingdon,51.49763326378446,-0.19610980383019352,Modern European Restaurant,145,Kensington and Chelsea
Ffionas,51.504202626582824,-0.19270864310786232,Restaurant,145,Kensington and Chelsea
Melabes,51.4995891277112,-0.1971653098569216,Mediterranean Restaurant,145,Kensington and Chelsea
Mazi,51.5081908390669,-0.1976146904567087,Greek Restaurant,145,Kensington and Chelsea
Il Portico,51.498611,-0.199999,Italian Restaurant,145,Kensington and Chelsea
Locanda Ottoemezzo,51.50035385841355,-0.18835876439912524,Italian Restaurant,145,Kensington and Chelsea
Min Jiang,51.50291032889934,-0.1874455116714359,Chinese Restaurant,145,Kensington and Chelsea
The Shed,51.509024343335106,-0.1939411090489185,English Restaurant,145,Kensington and Chelsea
Pizzicotto,51.498587,-0.199649,Italian Restaurant,145,Kensington and Chelsea
Launceston Place,51.499215023005604,-0.18534019481393307,Restaurant,145,Kensington and Chelsea
Cote,51.50209151556875,-0.18889848304386928,French Restaurant,145,Kensington and Chelsea
Da Mario,51.49861911619882,-0.18363321151546347,Italian Restaurant,145,Kensington and Chelsea
Churchill Thai Kitchen,51.5069440321385,-0.19482832561605476,Thai Restaurant,145,Kensington and Chelsea
Apadana Restaurant,51.497419221530215,-0.20296812057495117,Persian Restaurant,145,Kensington and Chelsea
Randa By Maroush,51.50333595481576,-0.19178288523185527,Lebanese Restaurant,145,Kensington and Chelsea
Malabar,51.508407600641945,-0.1982538881891311,Indian Restaurant,145,Kensington and Chelsea
Stick & Bowl,51.502264,-0.188756,Chinese Restaurant,145,Kensington and Chelsea
Fait Maison,51.49588625754703,-0.1830500364303589,Mediterranean Restaurant,145,Kensington and Chelsea
Romulo Café,51.497590134700026,-0.2030671282421034,Filipino Restaurant,145,Kensington and Chelsea
Cacciari's,51.49408087205101,-0.2017364674496096,Italian Restaurant,145,Kensington and Chelsea
Mr Nico,51.5013388,-0.1842944,Restaurant,145,Kensington and Chelsea
Mohsen,51.49514285965707,-0.20320572126188216,Persian Restaurant,145,Kensington and Chelsea
Kitchen W8,51.49907813185588,-0.19688201469642694,Modern European Restaurant,145,Kensington and Chelsea
Portobello Ristorante,51.50978620653917,-0.19796755752439446,Italian Restaurant,145,Kensington and Chelsea
Aubaine,51.51024822878456,-0.18764172871317225,French Restaurant,145,Kensington and Chelsea
Samadaliraqi,51.498328,-0.201505,Middle Eastern Restaurant,145,Kensington and Chelsea
Kappa,51.49328502869243,-0.1944259588088434,Japanese Restaurant,145,Kensington and Chelsea
Core By Clare Smyth,51.512651265916645,-0.20311585807061372,Restaurant,145,Kensington and Chelsea
Maroush Bakehouse Earls Court,51.4934284204919,-0.19459979523901255,Middle Eastern Restaurant,145,Kensington and Chelsea
La Piccola Dely,51.496743787501465,-0.19320782580824347,Italian Restaurant,145,Kensington and Chelsea
Halepi,51.51135600949636,-0.18300473157266517,Greek Restaurant,145,Kensington and Chelsea
Addie's Thai Cafe,51.49371877476162,-0.19472971558570862,Thai Restaurant,145,Kensington and Chelsea
Siam Secret,51.49274449472281,-0.19293550694467332,Thai Restaurant,145,Kensington and Chelsea
Hafez,51.513907492238474,-0.1935000894401104,Middle Eastern Restaurant,145,Kensington and Chelsea
Granger & Co.,51.51464171543876,-0.19772708415985107,Australian Restaurant,145,Kensington and Chelsea
Gold Mine,51.51337864723379,-0.18756417306829726,Chinese Restaurant,145,Kensington and Chelsea
Assaggi,51.51336798334081,-0.194410724138519,Italian Restaurant,145,Kensington and Chelsea
Cambio de Tercio,51.490839741809936,-0.18364407328417248,Tapas Restaurant,145,Kensington and Chelsea
Sichuan Chef,51.493137,-0.19314286,Chinese Restaurant,145,Kensington and Chelsea
Thai Taste,51.494765178858685,-0.18691873134096582,Thai Restaurant,145,Kensington and Chelsea
Mandarin Kitchen,51.510691312196045,-0.18706658472093635,Chinese Restaurant,145,Kensington and Chelsea
New Fortune Cookie,51.51056782428448,-0.18703525011380256,Chinese Restaurant,145,Kensington and Chelsea
Bombay Brasserie,51.49381913690023,-0.18292278643334087,Indian Restaurant,145,Kensington and Chelsea
Santorini Taverna,51.51268242627496,-0.1882348971132198,Greek Restaurant,145,Kensington and Chelsea
Comptoir Libanais,51.45272785395272,-0.245373138127849,Lebanese Restaurant,145,Kensington and Chelsea
Star Kebab,51.4934659513434,-0.19457532268948935,Fast Food Restaurant,145,Kensington and Chelsea
LOKKANTA,51.515662568724856,-0.18965838517719047,Turkish Restaurant,145,Kensington and Chelsea
Angelus Restaurant,51.51283636752739,-0.17472446070988504,French Restaurant,145,Kensington and Chelsea
The Grocer on Elgin,51.51510334485912,-0.20479669609737863,Restaurant,145,Kensington and Chelsea
